id,text,persons,locations,organizations
12039,( in million HK$ unless stated ),,,
12040,Shr ( H.K. cents ) 65.61 vs 63.87,,H.K.,
12041,Dividend ( H.K. cents ) 18.0 vs 18.0,,H.K.,
12042,Exceptional items nil vs nil,,,
12043,Net 249.53 vs 242.94,,,
12044,Turnover 119.49 vs 134.40,,,
12045,Company name Liu Chong Hing Investment Ltd,,,Liu Chong Hing Investment Ltd
12046,Books close September 23-27,,,
12047,Dividend payable October 8,,,
12048,"NOTE - Liu Chong Hing engages in property development and investment , warehousing , banking and insurance services .",,,Liu Chong Hing
12049,-- Hong Kong Newsroom ( 852 ) 2843 6368,,,Hong Kong Newsroom
12050,Fire bomb hurled at U.S. consulate in Indonesia .,,U.S.;Indonesia,
12051,JAKARTA 1996-08-28,,JAKARTA,
12052,"A fire bomb was thrown over the fence into the grounds of the U.S. Consulate-General in Indonesia 's second largest city of Surabaya but no one was hurt , a mission official said on Wednesday .",,U.S.;Indonesia;Surabaya,
12053,"Craig Stromme , U.S. embassy spokesman in Jakarta , 700 km ( 430 miles ) west of Surabaya , confirmed the Tuesday morning attack .",Craig Stromme,U.S.;Jakarta;Surabaya,
12054,""" Somebody threw a molotov cocktail over the fence and it went into the parking lot .",,,
12055,"It did n't hit anybody or anything , "" Stromme said .",Stromme,,
12056,He said there was no immediate explanation for the attack or any information on those responsible .,,,
12057,Shanghai novelist murdered at home .,,Shanghai,
12058,SHANGHAI 1996-08-28,,SHANGHAI,
12059,"A Shanghai novelist was murdered at her home on Sunday , an official of the city 's Writers Association said on Wednesday .",,Shanghai,Writers Association
12060,"The victim was Dai Houying , who wrote about China 's 1966-76 leftist Cultural Revolution and the lives of Chinese intellectuals , the official said .",Dai Houying,China,
12061,"The killing was under investigation , she said .",,,
12062,She gave no further details .,,,
12063,"Born in 1937 in the central province of Anhui , Dai came to Shanghai as a student and remained in the city as a prolific author and teacher of Chinese .",Dai,Born;Anhui;Shanghai,
12064,"She was divorced and lived alone , leaving one daughter who received university education in Hawaii and lives in Chicago , a friend said .",,Hawaii;Chicago,
12065,"Dai 's most famous book , "" Ren A Ren "" ( People , People ) , was translated into German and English , he said .",Dai,,
12066,"Hwa Kay plunges on rights issue , earnings .",Hwa Kay,,
12067,HONG KONG 1996-08-28,,HONG KONG,
12068,"Shares of Hwa Kay Thai Holdings Ltd plunged to an all-time low after the company announced a rights issue plan and also reported a sharp fall in earnings , brokers said .",,,Hwa Kay Thai Holdings Ltd
12069,"The stock fell HK$ 0.23 , or 30.26 percent , to an all-time low of HK$ 0.53 .",,,
12070,""" Investors unloaded their shares due to the poor earnings outlook following a sharp profit decline .",,,
12071,"The rights issue also prompted dilution fears , "" said a dealing director at a local brokerage .",,,
12072,Japan July refined zinc imports off 47.5 pct yr / yr .,,Japan,
12073,TOKYO 1996-08-28,,TOKYO,
12074,"Japan 's refined zinc imports in July totalled 3,684 tonnes , off 47.5 percent from 7,011 tonnes in the same month a year earlier , according to Ministry of Finance data released on Wednesday .",,Japan,Ministry of Finance
12075,Figures were as follows ( in tonnes ) :,,,
12076,July 96 June 96 July 95,,,
12077,"Total 3,684 3,292 7,011",,,
12078,Major suppliers :,,,
12079,"China 961 1,683 5,539",,China,
12080,"Refined zinc imports in the first seven months of 1996 totalled 115,941 tonnes , up 38.4 percent from 83,801 tonnes in the year-ago period .",,,
12081,-- Tokyo Commodities Desk ( 813 3432 6179 ),,,Tokyo Commodities Desk
12082,PRESS DIGEST - HK newspaper editorials - Aug 28 .,,HK,
12083,HONG KONG 1996-08-28,,HONG KONG,
12084,"With 307 days to go before the British colony reverts to China , the Hong Kong media focused mainly on domestic issues concerning alleged pressure on a judge , cross straights relations and the democratic lobby 's relationship with Beijing .",,China;Hong Kong;Beijing,
12085,The Beijing-funded WEN WEI PO said Taiwan 's government could not hope to stem the island 's economic and trade exchanges with China .,,Taiwan;China,WEN WEI PO
12086,The paper said that using administrative power to limit economic activities across the Taiwan strait would not work .,,Taiwan,
12087,"MING PAO DAILY NEWS said it hoped Chinese officials would soon open dialogue with Hong Kong 's Democratic Party and the newly-established democracy lobby , Frontier , in order to ease anxieties in the lead-up to the handover .",,Hong Kong,MING PAO DAILY NEWS;Democratic Party;Frontier
12088,The English language SOUTH CHINA MORNING POST said the judiciary needed to take swift and decisive action in investigating the allegations that a judge had been subjected to pressure in a New Zealand immigration case involving allegations of fraud .,,New Zealand,SOUTH CHINA MORNING POST
12089,The independence of the judiciary and the rule of law were of paramount importance to Hong Kong 's survival as a business centre .,,Hong Kong,
12090,The Chinese language daily HONG KONG ECONOMIC TIMES said the Legal Department had been indecisive in its handling of the judge 's case .,,,HONG KONG ECONOMIC TIMES;Legal Department
12091,"Such hesitancy on the part of the government had damaged public confidence in the rule of law , the paper said .",,,
12092,-- Hong Kong newsroom ( 852 ) 2843 6441,,Hong Kong,
12093,Palestinian Authority frees rights activist .,,,Palestinian Authority
12094,GAZA 1996-08-28,,GAZA,
12095,A human rights activist said on Wednesday he had been released after more than two weeks in detention that followed his call for an inquiry into the death of a Gaza man interrogated by Palestinian police .,,Gaza,
12096,"Mohammad Dahman , director of the Gaza-based Addameer Prisoners Support Association , said he was freed on Tuesday without being charged .",Mohammad Dahman,,Addameer Prisoners Support Association
12097,Palestinian Attorney-General Khaled al-Qidra was not immediately available to comment .,Khaled al-Qidra,,
12098,Qidra had said Dahman was arrested on suspicion of making a false statement .,Qidra;Dahman,,
12099,The activist was detained by Palestinian intelligence service agents on August 12 after publishing a statement demanding an investigation into the death of a Gaza man who had been questioned by Palestinian authorities .,,Gaza,
12100,"The Palestinian Authority said the dead man , Nahed Dahlan , had committed suicide .",Nahed Dahlan,,Palestinian Authority
12101,Human rights groups had protested about Dahman 's arrest in letters to Palestinian President Yasser Arafat and to Qidra .,Dahman;Yasser Arafat;Qidra,,
12102,PRESS DIGEST - Spain - Aug 28 .,,Spain,
12103,Headlines from major national newspapers .,,,
12104,Reuters has not verified these stories and does not vouch for their accuracy .,,,Reuters
12105,EL PAIS,,,EL PAIS
12106,- Work groups and weekend arrest to quell juvenile violence in Basque Country,,Basque Country,
12107,EL MUNDO,,,EL MUNDO
12108,- Aleix Vidal-Quadras - Catalan nationalists are demanding my defenestration,Aleix Vidal-Quadras,,
12109,DIARIO 16,,,DIARIO 16
12110,- Catalan nationalists say the 1997 budget will make Spaniards sweat,,,
12111,ABC,,,ABC
12112,- Worldwide alarm over child prostitution,,,
12113,CINCO DIAS,,,CINCO DIAS
12114,- Banco Santander starts conquest of the east .,,,Banco Santander
12115,EXPANSION,,,EXPANSION
12116,- Government will finish pension reform before the year 2000,,,
12117,GACETA DE LOS NEGOCIOS,,,GACETA DE LOS NEGOCIOS
12118,- Caja de Madrid stagnates during struggle for presidency,,,Caja de Madrid
12119,Iran asks Bonn to extradite ex-president Banisadr .,Banisadr,Iran;Bonn,
12120,BONN 1996-08-28,,BONN,
12121,"Iran has asked Germany to extradite its former president Abolhassan Banisadr for alleged hijacking , an Iranian embassy spokesman said on Wednesday .",Abolhassan Banisadr,Iran;Germany,
12122,Banisadr angered Tehran last week by accusing top Iranian leaders of ordering the assassination of Iranian Kurdish leaders in a Berlin restaurant in 1992 .,Banisadr,Tehran;Berlin,
12123,He made the allegations at the trial of an Iranian and four Lebanese accused of carrying out the attack .,,,
12124,An Iranian embassy spokesman said in response to an inquiry that Iran had formally requested Banisadr 's extradition for hijacking the military aircraft which he commandeered to flee Iran in July 1981 .,Banisadr,Iran;Iran,
12125,""" We submitted the request three or four days ago , "" he said .",,,
12126,German authorities could not immediately be reached for comment .,,,
12127,"Banisadr lives under round-the-clock security in France , fearing Tehran could make an attempt on his life .",Banisadr,France;Tehran,
12128,"He is due back in Berlin on September 5 to continue his testimony , which has backed up German prosecutors ' allegations that Tehran ordered the attack on the exiled leaders .",,Berlin;Tehran,
12129,Three dissidents and their translator were killed in the gangland-style machinegun attack .,,,
12130,"Iran has warned Germany that bilateral relations could suffer if it pays heed to the testimony of Banisadr , an architect of Iran 's Islamic revolution who has been a sworn enemy of Tehran since he fell from favour after a year as president .",Banisadr,Iran;Germany;Iran;Tehran,
12131,NATO military chiefs to visit Iberia .,,,NATO;Iberia
12132,BRUSSELS 1996-08-28,,BRUSSELS,
12133,Top military officials from North Atlantic Treaty Organisation countries will tour Spain and Portugal next month for their annual inspection of alliance country installations and forces .,,Spain;Portugal,North Atlantic Treaty Organisation
12134,NATO said in a statement received on Wednesday that its military committee would visit the two countries between September 8 and 13 .,,,NATO
12135,"The committee consists of the chiefs of defence staff of each alliance country except Iceland , which has no armed forces .",,Iceland,
12136,"NATO 's top military men -- General George Joulwan , Supreme Allied Commander Europe , and General John Sheehan , Supreme Allied Commander Atlantic -- will also attend .",George Joulwan;John Sheehan,Europe;Atlantic,NATO
12137,"The committee 's last tour was in September 1995 in Belgium , Luxembourg and the Netherlands .",,Belgium;Luxembourg;Netherlands,
12138,REUTER,REUTER,,
12139,ISS says agreed sale of U.S. unit .,,U.S.,ISS
12140,COPENHAGEN 1996-08-28,,COPENHAGEN,
